finalizer,fixed_per_logical_message_latency_ms,decision_deadline_ms,coverage_floor,selective_error_ceiling,selected_interaction,selection_basis,one_way_unconditional_coverage,feedback_unconditional_coverage,one_way_selective_error,feedback_selective_error,one_way_evidence_payload_bytes,feedback_evidence_payload_bytes,one_way_logical_message_count,feedback_logical_message_count,baseline_operating_point
sender,0.0,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.25,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.5,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.75,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.0,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.25,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.5,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.75,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.0,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.25,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.5,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.75,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.0,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.25,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.5,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.75,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.0,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.25,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.5,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.75,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.0,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.25,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.5,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.75,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.0,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.25,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.5,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.75,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.0,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.25,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.5,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.75,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,8.0,10.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.0,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.25,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.5,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.75,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.0,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.25,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.5,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.75,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.0,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.25,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.5,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.75,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.0,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.25,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.5,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.75,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.0,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.25,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.5,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.75,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.0,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.25,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.5,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.75,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.0,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.25,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.5,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.75,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.0,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.25,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.5,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.75,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,8.0,10.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.0,11.0,0.4,0.0075,feedback,minimum_traffic_feasible,0.5284675285560001,0.511061665740272,0.024241522903033896,0.006513192094817184,10036.224000000031,8654.465501386492,1,2,False
sender,0.25,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.5,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.75,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.0,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.25,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.5,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.75,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.0,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.25,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.5,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.75,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.0,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.25,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.5,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.75,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.0,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.25,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.5,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.75,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.0,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.25,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.5,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.75,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.0,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.25,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.5,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.75,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.0,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.25,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.5,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.75,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,8.0,11.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.0,11.5,0.4,0.0075,feedback,minimum_traffic_feasible,0.5284675285560001,0.511061665740272,0.024241522903033896,0.006513192094817184,10036.224000000031,8654.465501386492,1,2,False
sender,0.25,11.5,0.4,0.0075,feedback,minimum_traffic_feasible,0.5284675285560001,0.511061665740272,0.024241522903033896,0.006513192094817184,10036.224000000031,8654.465501386492,1,2,False
sender,0.5,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.5284675285560001,0.0,0.024241522903033896,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.75,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.0,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.25,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.5,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.75,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.0,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.25,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.5,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.75,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.0,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.25,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.5,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.75,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.0,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.25,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.5,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.75,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.0,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.25,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.5,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.75,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.0,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.25,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.5,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.75,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.0,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.25,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.5,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.75,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,8.0,11.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.0,12.0,0.4,0.0075,feedback,minimum_traffic_feasible,0.5284675285560001,0.5115928239419154,0.024241522903033896,0.006621649577619159,10036.224000000031,8654.465501386492,1,2,False
sender,0.25,12.0,0.4,0.0075,feedback,minimum_traffic_feasible,0.5284675285560001,0.511061665740272,0.024241522903033896,0.006513192094817184,10036.224000000031,8654.465501386492,1,2,False
sender,0.5,12.0,0.4,0.0075,feedback,minimum_traffic_feasible,0.5284675285560001,0.511061665740272,0.024241522903033896,0.006513192094817184,10036.224000000031,8654.465501386492,1,2,False
sender,0.75,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.5284675285560001,0.0,0.024241522903033896,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.0,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.5284675285560001,0.0,0.024241522903033896,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.25,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.5,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.75,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.0,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.25,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.5,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.75,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.0,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.25,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.5,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,3.75,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.0,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.25,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.5,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,4.75,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.0,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.25,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.5,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,5.75,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.0,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.25,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.5,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,6.75,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.0,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.25,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.5,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,7.75,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,8.0,12.0,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,0.0,12.5,0.4,0.0075,feedback,minimum_traffic_feasible,0.5284675285560001,0.5115928239419154,0.024241522903033896,0.006621649577619159,10036.224000000031,8654.465501386492,1,2,False
sender,0.25,12.5,0.4,0.0075,feedback,minimum_traffic_feasible,0.5284675285560001,0.5115928239419154,0.024241522903033896,0.006621649577619159,10036.224000000031,8654.465501386492,1,2,False
sender,0.5,12.5,0.4,0.0075,feedback,minimum_traffic_feasible,0.5284675285560001,0.511061665740272,0.024241522903033896,0.006513192094817184,10036.224000000031,8654.465501386492,1,2,False
sender,0.75,12.5,0.4,0.0075,feedback,minimum_traffic_feasible,0.5284675285560001,0.511061665740272,0.024241522903033896,0.006513192094817184,10036.224000000031,8654.465501386492,1,2,False
sender,1.0,12.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.5284675285560001,0.0,0.024241522903033896,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.25,12.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.5284675285560001,0.0,0.024241522903033896,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.5,12.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.5284675285560001,0.0,0.024241522903033896,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,1.75,12.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.0,12.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.25,12.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
sender,2.5,12.5,0.4,0.0075,infeasible,no_communication_case_meets_requirements,0.0,0.0,0.0,0.0,10036.224000000031,8654.465501386492,1,2,False
