finalizer,fixed_per_message_latency_ms,decision_deadline_ms,feedback_minus_one_way_timely_coverage_pp,one_way_timely_coverage,feedback_timely_coverage,one_way_false_safe_rate,feedback_false_safe_rate,feedback_deadline_caused_abstention_probability,both_zero_timely_coverage,feedback_evidence_traffic_saving_percent,baseline_operating_point
sender,0.0,25.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,25.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,25.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,25.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,25.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,25.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,26.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,26.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,26.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,26.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,26.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,26.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,27.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,27.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,27.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,27.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,27.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,27.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,28.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,28.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,28.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,28.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,28.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,28.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,29.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,29.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,29.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,29.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,29.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,29.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,30.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,30.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,30.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,30.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,30.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,30.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,31.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,31.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,31.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,31.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,31.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,31.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,32.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,32.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,32.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,32.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,32.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,32.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,33.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,33.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,True
sender,1.0,33.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,33.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,33.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,33.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,34.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,34.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,34.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,34.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,34.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,34.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,35.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,35.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,35.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,35.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,35.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,35.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,36.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,36.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,36.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,36.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,36.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,36.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,37.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,37.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,37.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,37.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,37.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,37.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,38.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,38.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,38.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,38.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,38.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,38.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,39.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,0.5,39.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,1.0,39.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
sender,2.0,39.0,-0.9782281382705871,0.6366131739,0.6268308925172942,0.06742556682631577,0.01751917263822969,0.0,False,13.76771282320457,False
sender,3.0,39.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,4.0,39.0,-63.66131739000001,0.6366131739,0.0,0.06742556682631577,0.0,0.0,False,13.76771282320457,False
sender,5.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,7.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,9.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,10.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,11.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,12.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,14.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,15.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13.76771282320457,False
sender,0.0,40.0,-0.919930286870696,0.6366131739,0.6274138710312931,0.06742556682631577,0.017829412666147248,0.0,False,13.76771282320457,False
