finalizer,receiver_evidence_availability,fixed_per_message_latency_ms,decision_deadline_ms,coverage_tolerance_pp,one_way_timely_coverage,feedback_timely_coverage,feedback_minus_one_way_coverage_pp,one_way_evidence_traffic_kib,feedback_evidence_traffic_kib,one_way_selective_risk,feedback_selective_risk,feedback_traffic_saving_percent,selected_interaction,selection_basis,baseline_operating_point
receiver,0.95,6.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,2.2678976965558957,0.0,0.0,69.26938270992983,feedback,traffic_within_coverage_tolerance,False
sender,0.95,7.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,9.14635518188852,0.0,0.0,11.173374454027623,feedback,traffic_within_coverage_tolerance,False
receiver,0.95,7.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,2.2678976965558957,0.0,0.0,69.26938270992983,feedback,traffic_within_coverage_tolerance,False
sender,0.95,8.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,9.14635518188852,0.0,0.0,11.173374454027623,feedback,traffic_within_coverage_tolerance,False
receiver,0.95,8.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,2.2678976965558957,0.0,0.0,69.26938270992983,feedback,traffic_within_coverage_tolerance,False
sender,0.95,9.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,9.14635518188852,0.0,0.0,11.173374454027623,feedback,traffic_within_coverage_tolerance,False
receiver,0.95,9.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,2.2678976965558957,0.0,0.0,69.26938270992983,feedback,traffic_within_coverage_tolerance,False
sender,0.95,10.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,9.14635518188852,0.0,0.0,11.173374454027623,feedback,traffic_within_coverage_tolerance,False
receiver,0.95,10.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,2.2678976965558957,0.0,0.0,69.26938270992983,feedback,traffic_within_coverage_tolerance,False
sender,0.95,11.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,9.14635518188852,0.0,0.0,11.173374454027623,feedback,traffic_within_coverage_tolerance,False
receiver,0.95,11.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,2.2678976965558957,0.0,0.0,69.26938270992983,feedback,traffic_within_coverage_tolerance,False
sender,0.95,12.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,9.14635518188852,0.0,0.0,11.173374454027623,feedback,traffic_within_coverage_tolerance,False
receiver,0.95,12.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,2.2678976965558957,0.0,0.0,69.26938270992983,feedback,traffic_within_coverage_tolerance,False
sender,0.95,13.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,9.14635518188852,0.0,0.0,11.173374454027623,feedback,traffic_within_coverage_tolerance,False
receiver,0.95,13.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,2.2678976965558957,0.0,0.0,69.26938270992983,feedback,traffic_within_coverage_tolerance,False
sender,0.95,14.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,9.14635518188852,0.0,0.0,11.173374454027623,feedback,traffic_within_coverage_tolerance,False
receiver,0.95,14.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,2.2678976965558957,0.0,0.0,69.26938270992983,feedback,traffic_within_coverage_tolerance,False
sender,0.95,15.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,9.14635518188852,0.0,0.0,11.173374454027623,feedback,traffic_within_coverage_tolerance,False
receiver,0.95,15.0,33.0,0.25,0.0,0.0,0.0,9.80099999999994,2.2678976965558957,0.0,0.0,69.26938270992983,feedback,traffic_within_coverage_tolerance,False
