finalizer,interaction,visual_initial_age_ms,radio_initial_age_ms,evidence_ttl_ms,timely_safe_world_coverage,expired_evidence_abstention_probability,mean_safe_world_evidence_traffic_kib,p95_action_ready_latency_ms
receiver,one_way,20.0,15.0,35.0,0.6273209487800978,0.0,9.801000000000062,11.40112
receiver,feedback,20.0,15.0,35.0,0.6273209487800978,0.0,2.6037343950750076,11.8192
receiver,one_way,23.4,15.0,35.0,0.6273209487800978,0.0,9.801000000000062,11.40112
receiver,feedback,23.4,15.0,35.0,0.5688707889953429,0.19596177520543667,2.6037343950750076,11.08192
receiver,one_way,24.0,15.0,35.0,0.05324178601729995,0.7395311635791795,9.801000000000062,10.58192
receiver,feedback,24.0,15.0,35.0,0.5201477230747086,0.24632410867859725,2.6037343950750076,11.0
